Última atualização: 18/01/2021;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Altitude;Operação;Designação;Comprimento;Largura;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link Portaria
SIJU;MT0100;Fazenda Areia Branca;JUÍNA;Mato Grosso;"058°27'22,0""O";"11°47'26,0""S";327;VFR Diurna;14/32;850;30;4000Kg / ,5 MPa;Terra;14/03/2022;PA2012-0460;https://pergamum.anac.gov.br/arquivos/PA2012-0460
SJHH;GO0076;Fazenda Poruína;SERRANÓPOLIS;Goiás;"052°13'02,0""O";"18°07'11,0""S";684;VFR Diurna;16/34;1300;18;5000Kg / ,5 MPa;Cascalho;25/01/2021;PA2013-2831;https://pergamum.anac.gov.br/arquivos/PA2013-2831
SSCJ;MS0257;Fazenda Celeiro;RIO BRILHANTE;Mato Grosso do Sul;"054°39'42,0""O";"21°32'30,0""S";326;VFR Diurna;1/19;800;18;4000Kg / ,5 MPa;Cascalho;05/04/2022;PA2012-0626;https://pergamum.anac.gov.br/arquivos/PA2012-0626
SJYT;RR0102;Campo Formoso;PACARAIMA;Roraima;"060°46'11,0""O";"04°43'12,0""N";364;VFR Diurna;18/36;1000;30;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2898;https://pergamum.anac.gov.br/arquivos/PA2012-2898
SJYK;RR0094;Baixo Catrimani;CARACARAÍ;Roraima;"062°13'05,9""O";"01°04'16,0""N";52;VFR Diurna;17/35;800;30;3000Kg / ,5 MPa;Grama;28/12/2022;PA2012-2891;https://pergamum.anac.gov.br/arquivos/PA2012-2891
SIZR;MS0147;Fazenda Águas Claras;IGUATEMI;Mato Grosso do Sul;"054°30'31,0""O";"23°20'10,0""S";388;VFR Diurna;2/20;700;20;4800Kg / ,5 MPa;Grama;06/11/2028;PA2018-3293;https://pergamum.anac.gov.br/arquivos/PA2018-3293
SJKX;RR0044;Cutia;UIRAMUTÃ;Roraima;"059°44'55,0""O";"04°10'12,0""N";151;VFR Diurna;10/28;800;25;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2844;https://pergamum.anac.gov.br/arquivos/PA2012-2844
SJKT;RR0040;Contão;PACARAIMA;Roraima;"060°32'37,0""O";"04°10'18,0""N";176;VFR Diurna;9/27;700;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2840;https://pergamum.anac.gov.br/arquivos/PA2012-2840
SJMK;RR0071;Pedra Preta;UIRAMUTÃ;Roraima;"060°28'35,0""O";"04°42'47,0""N";667;VFR Diurna;1/19;700;30;4000Kg / ,5 MPa;Grama;28/12/2022;PA2012-2870;https://pergamum.anac.gov.br/arquivos/PA2012-2870
SJMQ;RR0077;Santa Maria de Normandia;NORMANDIA;Roraima;"060°08'16,0""O";"04°10'13,0""N";258;VFR Diurna;8/26;650;25;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2876;https://pergamum.anac.gov.br/arquivos/PA2012-2876
SJMX;RR0082;Suapí;PACARAIMA;Roraima;"060°51'30,0""O";"04°34'31,0""N";758;VFR Diurna;10/28;600;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2881;https://pergamum.anac.gov.br/arquivos/PA2012-2881
SJYF;RR0090;Ajarani;CARACARAÍ;Roraima;"061°28'33,0""O";"02°00'28,0""N";181;VFR Diurna;8/26;1000;25;5600Kg / ,5 MPa;Cascalho;28/12/2022;PA2012-2887;https://pergamum.anac.gov.br/arquivos/PA2012-2887
SSFA;PR0074;Foz do Areia;PINHÃO;Paraná;"051°38'27,0""O";"25°58'54,0""S";1128;VFR Diurna;7/25;1500;30;8/F/C/Y/U;Asfalto;13/02/2023;PA2013-2193;https://pergamum.anac.gov.br/arquivos/PA2013-2193
SJQX;PA0076;Fazenda Uruará;URUARÁ;Pará;"053°23'47,0""O";"03°31'23,0""S";82;VFR Diurna;11/29;800;18;5200Kg / ,5 MPa;Cascalho;22/07/2022;PA2013-2590;https://pergamum.anac.gov.br/arquivos/PA2013-2590
SJQK;RR0088;Barra do Vento;BOA VISTA;Roraima;"060°48'51,0""O";"02°41'44,0""N";85;VFR Diurna;8/26;1000;18;4000Kg / ,5 MPa;Terra;06/06/2022;PA2012-1110;https://pergamum.anac.gov.br/arquivos/PA2012-1110
SDQA;MS0044;Fazenda Aldebaran;ANGÉLICA;Mato Grosso do Sul;"053°56'26,0""O";"21°55'26,0""S";298;VFR Diurna;18/36;730;18;5000Kg / ,5 MPa;Grama;19/04/2023;PA2016-2094;https://pergamum.anac.gov.br/arquivos/PA2016-2094
SSSU;MS0331;Fazenda Sucuri;RIO VERDE DE MATO GROSSO;Mato Grosso do Sul;"055°03'37,0""O";"18°52'33,0""S";198;VFR Diurna;4/22;550;20;5000Kg / ,5 MPa;Grama;24/05/2028;PA2018-1510;https://pergamum.anac.gov.br/arquivos/PA2018-1510
SSWE;RS0164;Fazenda Fortaleza;BOA VISTA DO INCRA;Rio Grande do Sul;"053°25'31,0""O";"28°55'57,0""S";425;VFR Diurna;12/30;600;20;5000Kg / ,5 MPa;Grama;20/11/2029;PA2019-3444;https://pergamum.anac.gov.br/arquivos/PA2019-3444
SSTZ;MS0335;Fazenda Sertãozinho;AQUIDAUANA;Mato Grosso do Sul;"056°08'07,0""O";"19°17'14,0""S";118;VFR Diurna;1/19;550;20;5000Kg / ,5 MPa;Grama;24/05/2028;PA2018-1509;https://pergamum.anac.gov.br/arquivos/PA2018-1509
SSGJ;MS0274;Fazenda Poleiro Grande;CORUMBÁ;Mato Grosso do Sul;"056°16'32,0""O";"17°14'59,0""S";101;VFR Diurna;11/29;1050;50;3000Kg / ,5 MPa;Terra;19/03/2023;PA2013-0706;https://pergamum.anac.gov.br/arquivos/PA2013-0706
SSJU;MT0587;Fazenda São Caetano;PRIMAVERA DO LESTE;Mato Grosso;"054°25'36,0""O";"15°16'50,0""S";683;VFR Diurna;9/27;1000;18;5700Kg / ,5 MPa;Cascalho;30/10/2029;PA2019-3282;https://pergamum.anac.gov.br/arquivos/PA2019-3282
SJQZ;RO0047;Fazenda Peça Rara Agropecuária II;ALTA FLORESTA D'OESTE;Rondônia;"062°08'35,1""O";"12°25'31,4""S";202;VFR Diurna;17/35;1000;20;5600Kg / ,5 MPa;Grama;30/11/2028;PA2018-3505;https://pergamum.anac.gov.br/arquivos/PA2018-3505
SWTX;BA0248;Tertuliano Guedes de Pinho;ITABUNA;Bahia;"039°17'24,3""O";"14°48'36,4""S";63;VFR Diurna;8/26;1000;30;39/R/A/Y/T;Concreto;23/04/2029;PA2019-1206;https://pergamum.anac.gov.br/arquivos/PA2019-1206
SSAH;MT0500;Fazenda Sorriso;SÃO FÉLIX DO ARAGUAIA;Mato Grosso;"051°13'23,0""O";"11°31'39,0""S";222;VFR Diurna;12/30;1400;20;5700Kg / ,5 MPa;Cascalho;14/08/2029;PA2019-2364;https://pergamum.anac.gov.br/arquivos/PA2019-2364
SIVF;MT0140;Fazenda Santa Cruz;QUERÊNCIA;Mato Grosso;"052°43'60,0""O";"11°39'13,0""S";330;VFR Diurna;12/30;900;30;3000Kg / ,5 MPa;Terra;09/09/2021;PA2011-1709;https://pergamum.anac.gov.br/arquivos/PA2011-1709
SIRC;MS0123;Rancho Sinuelo;CARACOL;Mato Grosso do Sul;"057°03'32,0""O";"22°06'47,0""S";219;VFR Diurna;15/33;900;40;5000Kg / ,5 MPa;Grama;24/10/2027;PA2017-3365;https://pergamum.anac.gov.br/arquivos/PA2017-3365
SWDW;RS0165;Fazenda Pessegueiro;PASSO FUNDO;Rio Grande do Sul;"052°29'08,5""O";"28°20'12,8""S";608;VFR Diurna;7/25;480;20;5000Kg / ,5 MPa;Grama;20/11/2029;PA2019-3443;https://pergamum.anac.gov.br/arquivos/PA2019-3443
SJGJ;SP0209;Sítio São Jorge;ITAPEVA;São Paulo;"048°56'37,0""O";"23°56'34,0""S";665;VFR Diurna;8/26;523;18;5000Kg / ,5 MPa;Terra;14/11/2027;PA2017-3645;https://pergamum.anac.gov.br/arquivos/PA2017-3645
SSXR;PA0163;Fazenda Nobel Pará;SANTANA DO ARAGUAIA;Pará;"050°22'07,0""O";"08°58'40,0""S";211;VFR Diurna;10/28;1000;18;5700Kg / ,5 MPa;Cascalho;11/04/2029;PA2019-1067;https://pergamum.anac.gov.br/arquivos/PA2019-1067
SSNK;MS0310;Fazenda Campanário;BODOQUENA;Mato Grosso do Sul;"056°31'50,3""O";"20°24'40,0""S";170;VFR Diurna;7/25;600;18;5600Kg / ,5 MPa;Terra;05/06/2024;PA2014-1288;https://pergamum.anac.gov.br/arquivos/PA2014-1288
SSXW;MS0352;Fazenda São Paulo;IVINHEMA;Mato Grosso do Sul;"053°50'56,0""O";"22°17'44,0""S";364;VFR Diurna;3/21;1100;30;2500Kg / ,5 MPa;Grama;16/07/2025;PA2015-1835;https://pergamum.anac.gov.br/arquivos/PA2015-1835
SIKO;MS0095;Fazenda Água Boa;ANASTÁCIO;Mato Grosso do Sul;"055°38'37,0""O";"20°51'43,0""S";244;VFR Diurna;4/22;900;18;5700Kg / ,5 MPa;Cascalho;16/12/2025;PA2015-3319;https://pergamum.anac.gov.br/arquivos/PA2015-3319
SSGC;MT0289;Fazenda Chapadão;SANTO ANTÔNIO DO LEVERGER;Mato Grosso;"055°59'57,0""O";"15°49'16,0""S";154;VFR Diurna;2/20;1000;18;5700Kg / ,5 MPa;Cascalho;25/01/2027;PA2017-0191;https://pergamum.anac.gov.br/arquivos/PA2017-0191
SIMS;MS0101;Fazenda Califórnia;CAMAPUÃ;Mato Grosso do Sul;"054°11'12,0""O";"19°05'39,0""S";372;VFR Diurna;12/30;900;18;5700Kg / ,5 MPa;Cascalho;16/12/2025;PA2015-3314;https://pergamum.anac.gov.br/arquivos/PA2015-3314
SJZW;SP0223;Fazenda Regina;ITATINGA;São Paulo;"048°44'17,0""O";"23°17'12,0""S";623;VFR Diurna;16/34;1000;20;5600Kg / ,5 MPa;Terra;05/02/2025;PA2015-0264;https://pergamum.anac.gov.br/arquivos/PA2015-0264
SJRW;MS0182;PCH - Buriti;PARAÍSO DAS ÁGUAS;Mato Grosso do Sul;"052°41'23,0""O";"19°20'28,0""S";490;VFR Diurna;10/28;1600;23;20/F/B/W/T;Asfalto;30/05/2022;PA2015-1831;https://pergamum.anac.gov.br/arquivos/PA2015-1831
SSXN;PA0135;Aéreo Amazônia;ALTAMIRA;Pará;"055°06'53,0""O";"08°17'54,0""S";250;VFR Diurna;7/25;1100;50;4500Kg / ,5 MPa;Piçarra;11/07/2022;PA2012-1383;https://pergamum.anac.gov.br/arquivos/PA2012-1383
SSTL;BA0257;Fazenda São Sebastião;SÃO DESIDÉRIO;Bahia;"046°15'33,0""O";"13°04'06,0""S";981;VFR Diurna;3/21;820;18;5700Kg / ,5 MPa;Cascalho;26/06/2029;PA2019-1783;https://pergamum.anac.gov.br/arquivos/PA2019-1783
SJLG;GO0080;Fazenda Reunidas Pedreira;CAIAPÔNIA;Goiás;"051°29'41,0""O";"17°14'27,0""S";874;VFR Diurna;10/28;700;19;5700Kg / ,5 MPa;Terra;18/04/2021;PA2014-0117;https://pergamum.anac.gov.br/arquivos/PA2014-0117
SIQX;AL0004;Fazenda São Braz;BARRA DE SANTO ANTÔNIO;Alagoas;"035°32'24""O";"09°22'23,0""S";50;VFR Diurna;12/30;565;18;6/F/B/W/T;Asfalto;30/10/2025;PA2016-2697;https://pergamum.anac.gov.br/arquivos/PA2016-2697
SWTL;RO0037;Fazenda Corumbiara;PARECIS;Rondônia;"061°18'14,0""O";"12°30'52,0""S";374;VFR Diurna;10/28;1000;18;5500Kg / ,5 MPa;Cascalho;22/04/2023;PA2013-1031;https://pergamum.anac.gov.br/arquivos/PA2013-1031
SIOE;PR0051;Mocelin;DOIS VIZINHOS;Paraná;"053°02'04,9""O";"25°47'36,0""S";564;VFR Diurna;16/34;600;40;3000Kg / ,5 MPa;Grama;;;
SDHX;RS0055;D'Tapes;TAPES;Rio Grande do Sul;"051°32'06""O";"30°44'59,0""S";40;VFR Diurna;15/33;438;18;3000Kg / ,5 MPa;Terra;;;
SSOJ;MS0314;Fazenda Estrela;INOCÊNCIA;Mato Grosso do Sul;"051°44'05,9""O";"19°58'45,0""S";475;VFR Diurna;9/27;800;30;2500Kg / ,5 MPa;Grama;11/03/2024;PA2014-0555;https://pergamum.anac.gov.br/arquivos/PA2014-0555
SDUF;MS0056;Fazenda Touro Peru;PORTO MURTINHO;Mato Grosso do Sul;"057°30'24,0""O";"21°04'50,0""S";150;VFR Diurna;4/22;900;35;5700Kg / ,5 MPa;Cascalho;14/10/2023;PA2013-2688;https://pergamum.anac.gov.br/arquivos/PA2013-2688
SSZX;MT0633;Fazenda Ranchinho do Guaporé;PONTES E LACERDA;Mato Grosso;"059°55'33,0""O";"15°41'52,0""S";210;VFR Diurna;17/35;600;18;5700Kg / ,5 MPa;Grama;05/12/2029;PA2019-3704;https://pergamum.anac.gov.br/arquivos/PA2019-3704
SIGT;SP0177;Fazenda Goiabeira;ITABERÁ;São Paulo;"049°10'45,0""O";"23°59'22,0""S";689;VFR Diurna;5/23;700;20;4600Kg / ,5 MPa;Terra;;;
SSDW;MT0287;Fazenda Potrich;SORRISO;Mato Grosso;"055°32'08,0""O";"12°54'56,0""S";407;VFR Diurna;17/35;1100;18;5700Kg / ,5 MPa;Cascalho;31/03/2024;PA2014-0756;https://pergamum.anac.gov.br/arquivos/PA2014-0756
SDRT;RR0015;Ponto Geral;PACARAIMA;Roraima;"060°47'16,0""O";"04°38'53,0""N";222;VFR Diurna;8/26;870;20;4000Kg / ,5 MPa;Terra;;;
SBQO;BA0352;Fazenda Paraíso;PRADO;Bahia;"039°10'34,0""O";"17°01'39,0""S";18;VFR Diurna;9/27;600;15;5500Kg / ,5 MPa;Terra;14/09/2030;PA2020-2232;https://pergamum.anac.gov.br/arquivos/PA2020-2232
SBQG;MT0653;Fazenda Rio Azul;SÃO JOSÉ DO RIO CLARO;Mato Grosso;"056°35'54,0""O";"13°30'47,0""S";328;IFR Noturna;15/33;1200;18;8/F/B/Y/U;Asfalto;28/09/2030;PA2020-2261;https://pergamum.anac.gov.br/arquivos/PA2020-2261
SDNL;MS0040;Fazenda Santa Claudina;CAARAPÓ;Mato Grosso do Sul;"054°40'41,0""O";"22°31'01,0""S";374;VFR Diurna;1/19;500;18;5600Kg / ,5 MPa;Cascalho;11/09/2028;PA2018-2748;https://pergamum.anac.gov.br/arquivos/PA2018-2748
SJDN;MS0152;Fazenda Campo Alegre;AQUIDAUANA;Mato Grosso do Sul;"055°44'27,0""O";"19°27'22,0""S";170;VFR Diurna;6/24;550;20;3000Kg / ,5 MPa;Grama;30/12/2024;PA2014-3158;https://pergamum.anac.gov.br/arquivos/PA2014-3158
SIOO;MS0111;Fazenda Água Doce do Pantanal;PORTO MURTINHO;Mato Grosso do Sul;"057°54'11,0""O";"22°01'33,0""S";83;VFR Diurna;1/19;1000;25;5000Kg / ,5 MPa;Terra;16/05/2023;PA2016-1949;https://pergamum.anac.gov.br/arquivos/PA2016-1949
SDJL;SP0113;Jales;JALES;São Paulo;"050°32'40,0""O";"20°17'28,0""S";456;VFR Diurna;2/20;1060;19;10/F/C/Y/U;Asfalto;11/04/2026;PA2016-0871;https://pergamum.anac.gov.br/arquivos/PA2016-0871
SIFC;PE0013;Coroa do Avião;IGARASSU;Pernambuco;"034°53'28,6""O";"07°50'40,0""S";10;VFR Noturna;18/36;1145;30;22/F/A/W/T;Asfalto;20/08/2022;PA2012-1657;https://pergamum.anac.gov.br/arquivos/PA2012-1657
SIQY;MT0121;Fazenda Amizade;SORRISO;Mato Grosso;"055°56'42""O";"12°37'41,0""S";385;VFR Diurna;10/28;950;22;5600Kg / ,5 MPa;Terra;22/10/2023;PA2013-2751;https://pergamum.anac.gov.br/arquivos/PA2013-2751
SJFF;SP0207;Frigo Estrela;ESTRELA D'OESTE;São Paulo;"050°24'40,1""O";"20°17'44,5""S";483;VFR Noturna;6/24;1070;23;12/F/C/Y/U;Asfalto;22/07/2021;PA2013-1753;https://pergamum.anac.gov.br/arquivos/PA2013-1753
SJWQ;SP0221;Aeroclube de Birigui - CMTE Munir Djabak;BIRIGUI;São Paulo;"050°18'21,0""O";"21°13'00,0""S";408;IFR Noturna;13/31;900;18;5000Kg / ,5 MPa;Asfalto;;;
SSNR;MS0311;Fazenda Novo Horizonte;COXIM;Mato Grosso do Sul;"054°56'09,0""O";"18°19'01,0""S";197;VFR Diurna;18/36;1100;30;5700Kg / ,5 MPa;Grama;22/04/2023;PA2013-1030;https://pergamum.anac.gov.br/arquivos/PA2013-1030
SWMC;SP0278;Capão da Cruz;LUÍS ANTÔNIO;São Paulo;"047°53'16,0""O";"21°27'30,0""S";590;VFR Diurna;5/23;800;30;4000Kg / ,5 MPa;Terra;20/06/2022;PA2012-1221;https://pergamum.anac.gov.br/arquivos/PA2012-1221
SWLV;MT0364;Santo Antônio de Leverger;SANTO ANTÔNIO DO LEVERGER;Mato Grosso;"056°05'17,0""O";"15°51'09,0""S";165;VFR Diurna;1/19;1200;18;8/F/C/Y/U;Asfalto;10/04/2024;PA2014-0857;https://pergamum.anac.gov.br/arquivos/PA2014-0857
SDYI;MG0087;Fazenda Buritiz;SÃO GONÇALO DO ABAETÉ;Minas Gerais;"045°25'16,0""O";"17°55'02,0""S";912;VFR Diurna;17/35;760;20;5000Kg / ,5 MPa;Terra;10/05/2023;PA2013-1155;https://pergamum.anac.gov.br/arquivos/PA2013-1155
SSYD;MG0193;Nova Ponte;NOVA PONTE;Minas Gerais;"047°43'40,0""O";"19°11'56,0""S";994;VFR Diurna;12/30;1500;45;22/F/B/X/T;Asfalto;15/02/2022;PA2012-0309;https://pergamum.anac.gov.br/arquivos/PA2012-0309
SNJA;RS0085;Capivari;CAPIVARI DO SUL;Rio Grande do Sul;"050°30'35,0""O";"30°08'04,0""S";13;VFR Diurna;10/28;648;18;5000Kg / ,5 MPa;Saibro;05/09/2027;PA2017-2646;https://pergamum.anac.gov.br/arquivos/PA2017-2646
SWIY;TO0047;Santa Isabel do Morro;LAGOA DA CONFUSÃO;Tocantins;"050°40'05,9""O";"11°34'24,0""S";197;VFR Diurna;12/30;1540;30;25/F/C/Y/U;Asfalto;27/05/2025;PA2015-1269;https://pergamum.anac.gov.br/arquivos/PA2015-1269
SWMK;AM0049;Maturacá;SANTA ISABEL DO RIO NEGRO;Amazonas;"066°07'52,0""O";"00°36'59,0""N";108;VFR Diurna;7/25;1200;30;33/F/B/Y/T;Asfalto;17/06/2025;PA2015-1451;https://pergamum.anac.gov.br/arquivos/PA2015-1451
SDBD;MT0031;Fazenda Sodema;VERA;Mato Grosso;"055°32'13,0""O";"12°17'43,0""S";360;VFR Diurna;7/25;800;20;5700Kg / ,5 MPa;Terra;18/08/2025;PA2015-2199;https://pergamum.anac.gov.br/arquivos/PA2015-2199
SSNO;GO0268;Fazenda Estrela Dalva;APORÉ;Goiás;"052°02'25,0""O";"18°42'42,0""S";685;VFR Diurna;13/31;1100;23;5600Kg / ,5 MPa;Terra;14/09/2030;PA2020-2111;https://pergamum.anac.gov.br/arquivos/PA2020-2111
SDVJ;PA0037;Fazenda Santa Marta;SANTA MARIA DAS BARREIRAS;Pará;"050°27'20,0""O";"08°39'34,0""S";219;VFR Diurna;11/29;1100;20;5700Kg / ,5 MPa;Cascalho;09/09/2023;PA2018-0200;https://pergamum.anac.gov.br/arquivos/PA2018-0200
SWGP;GO0124;Nilton Perillo de Oliveira/ Palmeiras de Goiás;PALMEIRAS DE GOIÁS;Goiás;"049°52'46,0""O";"16°49'37,0""S";608;VFR Diurna;3/21;1140;20;8/F/C/Y/U;Asfalto;;;
SISY;PR0052;Piraquara;PIRAQUARA;Paraná;"049°08'38,0""O";"25°27'05,0""S";881;VFR Diurna;9/27;450;18;2500Kg / ,5 MPa;Asfalto;12/02/2025;PA2015-0371;https://pergamum.anac.gov.br/arquivos/PA2015-0371
SDXK;RR0025;TICOÇA;UIRAMUTÃ;Roraima;"060°07'00,0""O";"04°24'48,0""N";148;VFR Diurna;11/29;450;15;4000Kg / ,5 MPa;Terra;14/12/2020;PA2010-2263;https://pergamum.anac.gov.br/arquivos/PA2010-2263
SIDB;MA0018;Dr. Almir Lopes de Oliveira Melo;COELHO NETO;Maranhão;"043°00'02,0""O";"04°16'08,0""S";53;VFR Diurna;18/36;1430;23;6/F/A/Y/U;Asfalto;20/12/2020;PA2010-2328;https://pergamum.anac.gov.br/arquivos/PA2010-2328
SJRO;SP0214;Fazenda Santa Elisa;AURIFLAMA;São Paulo;"050°38'06,0""O";"20°31'50,0""S";400;VFR Diurna;9/27;1100;20;5000Kg / ,5 MPa;Terra;11/07/2022;PA2014-0057;https://pergamum.anac.gov.br/arquivos/PA2014-0057
SJRS;SP0215;Fazenda Guanabara;JUNQUEIRÓPOLIS;São Paulo;"051°24'12,0""O";"21°20'37,0""S";310;VFR Diurna;4/22;1100;20;5000Kg / ,5 MPa;Grama;04/07/2022;PA2012-1318;https://pergamum.anac.gov.br/arquivos/PA2012-1318
SWFC;MT0339;Fazenda Cedro;LUCAS DO RIO VERDE;Mato Grosso;"056°11'00,9""O";"12°58'35,0""S";408;VFR Diurna;18/36;1150;18;5500Kg / ,5 MPa;Cascalho;29/01/2023;PA2013-0256;https://pergamum.anac.gov.br/arquivos/PA2013-0256
SJOK;MS0178;Fazenda Modelo;PARAÍSO DAS ÁGUAS;Mato Grosso do Sul;"052°58'36,0""O";"19°18'56,0""S";622;VFR Diurna;3/21;800;40;5600Kg / ,5 MPa;Grama;19/12/2023;PA2013-3331;https://pergamum.anac.gov.br/arquivos/PA2013-3331
SSEF;SP0244;Fazenda Passaredo;CAJURU;São Paulo;"047°13'52,0""O";"21°19'37,0""S";1412;VFR Diurna;2/20;600;20;5600Kg / ,5 MPa;Terra;12/02/2025;PA2015-0365;https://pergamum.anac.gov.br/arquivos/PA2015-0365
SSMX;MG0185;Fazenda Planalto;NOVA RESENDE;Minas Gerais;"046°29'02,0""O";"21°08'34,0""S";1200;VFR Diurna;14/32;645;18;5000Kg / ,5 MPa;Terra;16/04/2024;PA2014-0931;https://pergamum.anac.gov.br/arquivos/PA2014-0931
SWCC;MS0366;Candote;TRÊS LAGOAS;Mato Grosso do Sul;"052°18'06,0""O";"20°50'20,0""S";333;VFR Diurna;1/19;1300;22;5700Kg / ,5 MPa;Asfalto;24/10/2024;PA2014-2473;https://pergamum.anac.gov.br/arquivos/PA2014-2473
SWIW;GO0129;Fazenda Pirapitinga;COCALZINHO DE GOIÁS;Goiás;"048°38'02,0""O";"15°25'02,0""S";708;VFR Diurna;2/20;800;18;5700Kg / ,5 MPa;Terra;30/06/2025;PA2015-1609;https://pergamum.anac.gov.br/arquivos/PA2015-1609
SJZT;BA0129;Busato II;SERRA DO RAMALHO;Bahia;"043°44'10,0""O";"13°14'19,0""S";457;VFR Diurna;9/27;1700;30;5700Kg / ,5 MPa;Terra;;;
SSMY;PR0086;São Miguel do Iguaçu;SÃO MIGUEL DO IGUAÇU;Paraná;"054°16'05,9""O";"25°23'34,0""S";290;VFR Diurna;2/20;1000;18;5600Kg / ,5 MPa;Asfalto;17/01/2021;PA2011-0076;https://pergamum.anac.gov.br/arquivos/PA2011-0076
SJGH;RS0077;Aeropel;SÃO BORJA;Rio Grande do Sul;"055°59'22,0""O";"28°42'39,0""S";91;VFR Diurna;7/25;600;18;5000Kg / ,5 MPa;Grama;;;
SIAD;MS0064;Estância Regina;PORTO MURTINHO;Mato Grosso do Sul;"057°20'53,0""O";"21°00'32,0""S";120;VFR Diurna;7/25;900;30;4600Kg / ,5 MPa;Grama;13/06/2022;PA2012-1168;https://pergamum.anac.gov.br/arquivos/PA2012-1168
SJGE;PA0069;Nações Unidas;ITAITUBA;Pará;"056°17'38,0""O";"06°04'52,0""S";135;VFR Diurna;11/29;550;20;4500Kg / ,5 MPa;Terra;23/07/2025;PA2015-1942;https://pergamum.anac.gov.br/arquivos/PA2015-1942
SDGX;BA0073;Morro de São Paulo;CAIRU;Bahia;"038°54'50,3""O";"13°25'45,9""S";10;VFR Diurna;5/23;780;18;5600Kg / ,5 MPa;Cascalho;09/02/2025;PA2015-0311;https://pergamum.anac.gov.br/arquivos/PA2015-0311
SJSN;GO0084;Fazenda Carvalho;SÃO LUIZ DO NORTE;Goiás;"049°21'52,0""O";"14°50'14,0""S";570;VFR Diurna;11/29;800;18;5000Kg / ,5 MPa;Cascalho;11/07/2024;PA2014-1548;https://pergamum.anac.gov.br/arquivos/PA2014-1548
SIZK;MT0156;Fazenda Vera Cruz;BARRA DO GARÇAS;Mato Grosso;"052°06'37,0""O";"14°52'30,0""S";279;VFR Diurna;18/36;1000;20;5700Kg / ,5 MPa;Cascalho;06/11/2024;PA2014-2605;https://pergamum.anac.gov.br/arquivos/PA2014-2605
SJFT;MT0170;Fazenda Triunfo do Rio Turvo;NOVA BANDEIRANTES;Mato Grosso;"057°43'37,0""O";"10°05'35,0""S";259;VFR Diurna;9/27;900;20;3900Kg / ,5 MPa;Cascalho;13/03/2025;PA2015-0626;https://pergamum.anac.gov.br/arquivos/PA2015-0626
SIQU;MS0122;Alcoolvale;APARECIDA DO TABOADO;Mato Grosso do Sul;"051°18'33,3""O";"20°05'11,0""S";390;VFR Diurna;1/19;1000;25;5600Kg / ,5 MPa;Grama;16/05/2023;PA2013-1230;https://pergamum.anac.gov.br/arquivos/PA2013-1230
SWUH;MT0412;Fazenda Primavera;CÁCERES;Mato Grosso;"057°37'17,0""O";"16°14'46,0""S";365;VFR Diurna;3/21;1000;18;4200Kg / ,5 MPa;Cascalho;13/09/2022;PA2013-2192;https://pergamum.anac.gov.br/arquivos/PA2013-2192
SIWN;GO0059;Fazenda Vargem das Flores;GOIATUBA;Goiás;"049°34'56,0""O";"17°50'52,0""S";654;VFR Diurna;2/20;1100;18;5700Kg / ,5 MPa;Cascalho;23/05/2024;PA2014-1199;https://pergamum.anac.gov.br/arquivos/PA2014-1199
SIVV;MT0143;Fazenda Borereo;BARÃO DE MELGAÇO;Mato Grosso;"056°13'59,0""O";"16°55'39,0""S";149;VFR Diurna;3/21;1100;30;5000Kg / ,5 MPa;Grama;10/03/2024;PA2014-0519;https://pergamum.anac.gov.br/arquivos/PA2014-0519
SIVU;ES0009;João Monteiro;VILA VELHA;Espírito Santo;"040°19'56,9""O";"20°25'22,6""S";4;VFR Diurna;5/23;776;18;4500Kg / ,5 MPa;Asfalto;09/09/2023;PA2016-1287;https://pergamum.anac.gov.br/arquivos/PA2016-1287
SDCM;BA0069;Sete Povos;SÃO DESIDÉRIO;Bahia;"046°09'45""O";"12°51'48,0""S";901;VFR Diurna;9/27;1300;20;5700Kg / ,5 MPa;Terra;10/08/2025;PA2015-2132;https://pergamum.anac.gov.br/arquivos/PA2015-2132
SSVK;MS0342;Fazenda Dom Arlindo;NAVIRAÍ;Mato Grosso do Sul;"054°09'25,0""O";"22°47'40,0""S";396;VFR Diurna;3/21;1000;25;4000Kg / ,5 MPa;Grama;12/07/2021;PA2011-1360;https://pergamum.anac.gov.br/arquivos/PA2011-1360
SJSF;MS0494;Fazenda Serrana;MARACAJU;Mato Grosso do Sul;"055°21'46,0""O";"21°08'43,0""S";523;IFR Noturna;13/31;900;18;5700Kg / ,5 MPa;Cascalho;;;
SWFZ;TO0058;Fazenda Galiléia;ALMAS;Tocantins;"047°08'46,0""O";"11°33'40,0""S";466;IFR Noturna;11/29;900;18;5700Kg / ,5 MPa;Terra;;;
